4.094231, 1.918740, 0.439254, 0.303494, 0.701896, 0.842961, 0.637733, -0.203190, -0.380561, -0.178989, -0.072726, -0.035547, 
3.536612, 2.141202, 1.045626, 0.507486, 0.533370, 0.754690, 0.953969, 0.680901, 0.172087, -0.105244, -0.136582, -0.063561, 
3.198915, 2.321552, 1.705115, 1.207576, 0.757583, 0.371595, 0.321614, 0.418301, 0.328851, 0.107010, -0.013245, -0.021433, 
2.966242, 2.225919, 1.777880, 1.495135, 1.244486, 0.967021, 0.758973, 0.580624, 0.379444, 0.165889, 0.039287, 0.005494, 
3.624689, 2.320174, 1.244028, 0.428786, -0.159682, -0.614765, -0.504368, -0.349593, -0.338950, -0.275877, -0.044800, -0.028440, 
3.529081, 1.177192, 0.374314, 0.483410, 1.496692, 1.184771, 0.878724, 1.338819, 1.403721, 0.347714, -0.172807, -0.095793, 
4.521988, 1.718016, 0.453760, 0.456855, 0.521025, -0.409970, -0.377900, 0.502780, 0.742743, -0.027690, -0.186463, -0.070605, 
3.533924, 0.741775, -0.478720, 0.688539, 2.431335, 2.133328, 1.360862, 0.802349, 0.638654, 0.088232, -0.230921, -0.081937, 
4.287048, 2.071565, 0.154427, -0.654239, -0.501783, 0.138448, 0.543934, 0.329993, -0.054302, -0.406611, -0.234262, -0.095351, 
3.335627, 1.932391, 1.103992, 0.640380, 0.613481, 0.801849, 1.257353, 1.384734, 0.946600, 0.217712, -0.126831, -0.062301, 
3.458097, 2.477281, 2.090930, 2.129422, 1.634753, 0.455334, 0.021158, 0.325386, 0.375549, -0.037018, -0.139427, -0.038651, 
2.820466, 2.216515, 1.912447, 1.701479, 1.505774, 1.259611, 1.066887, 0.870845, 0.625091, 0.370083, 0.174664, 0.045043, 
3.040859, 2.187101, 1.572399, 1.104072, 0.653526, 0.188818, -0.046610, -0.095932, -0.125907, -0.145010, -0.083913, -0.055321, 
4.042778, 1.262894, 0.808550, 0.689729, 0.662243, -0.069801, 0.773877, 1.848241, 1.549969, 0.207045, -0.218216, -0.077769, 
3.269065, 1.875973, 1.575951, 2.092344, 1.881546, 0.656729, 0.711188, 1.446121, 0.855821, -0.082285, -0.098408, 0.013643, 
3.312656, 0.660451, 0.184247, 1.978777, 3.127254, 1.570291, 0.302654, 0.205732, 0.616540, 0.204942, -0.201140, -0.067928, 
6.822451, 1.514132, 1.169364, -0.029327, 1.830809, -1.027058, 2.152502, -0.047826, -0.937216, 0.297138, -0.185405, 0.052449, 
3.495373, 1.907317, 0.784752, 0.631825, 1.167367, 1.546369, 1.710307, 1.293878, 0.530362, -0.011228, -0.159605, -0.043793, 
3.152275, 2.457247, 1.984827, 1.638803, 1.287926, 0.781799, 0.357261, 0.114684, -0.038794, -0.115715, -0.086588, -0.041470, 
3.234556, 2.539237, 2.157826, 1.976526, 1.777557, 1.358702, 0.946294, 0.579732, 0.241743, 0.031046, -0.018900, -0.001207, 
4.332830, 1.779954, 0.651196, -0.195406, -0.793891, -0.107251, 0.023986, -1.096249, -1.153204, -0.645688, -0.151866, -0.025291, 
4.260828, 0.645252, -0.046744, 0.873006, 2.054564, 0.332530, 0.887709, 1.667221, 1.916396, 0.377471, -0.291173, -0.123707, 
4.429557, 2.535382, 1.602289, 1.330831, 0.539120, -0.661118, 0.234622, 1.015870, 0.151642, -0.591921, -0.161291, -0.023709, 
4.126286, 0.036485, -1.512741, 0.483243, 3.710612, 2.249423, 1.266088, 0.551309, 0.850619, 0.191469, -0.172240, -0.092488, 
4.015467, 1.719723, -0.169158, -0.602675, 0.145146, 1.016462, 1.409938, 1.022647, 0.388851, -0.099617, -0.172116, -0.104375, 
3.831595, 1.321911, 1.940421, -0.226469, 0.384362, 1.006778, 2.010682, 1.994195, 1.284916, 0.321100, -0.060594, -0.039239, 
5.246915, 3.617020, 3.828615, 3.658964, 3.524815, 0.487303, -0.864267, -0.089816, 0.207714, -0.203994, -0.358086, -0.124652, 
3.095745, 2.456806, 2.142236, 1.944323, 1.838200, 1.632683, 1.448910, 1.176686, 0.744668, 0.352087, 0.132297, 0.051887, 
3.510327, 2.805212, 2.295584, 1.771017, 1.081539, 0.132332, -0.350318, -0.435108, -0.447889, -0.389328, -0.172056, -0.072500, 
3.630487, 1.363764, 1.220644, 1.894186, 1.314127, 0.188435, 1.750896, 2.341224, 1.199588, -0.088488, -0.184547, 0.006437, 
3.647631, 2.016038, 2.334564, 3.154414, 1.845213, -0.263550, 0.527943, 1.742076, 0.643062, -0.426313, -0.063597, 0.070598, 
3.659444, 0.252412, -0.606467, 1.864404, 4.606449, 1.816342, 0.435546, 0.031989, 0.653754, 0.311230, -0.145460, -0.051145, 
